sample	chr	startpos	endpos	nMajor	nMinor
TumorSample-A	1	217501826	217962804	2	1
TumorSample-A	1	217963604	217978329	2	0
TumorSample-A	1	217978507	218027683	1	1
TumorSample-A	1	218028252	218046862	3	0
TumorSample-A	1	218047469	218078446	1	1
TumorSample-A	1	218078939	218104917	2	0
TumorSample-A	1	218105308	218302191	2	1
TumorSample-A	1	218312607	218386133	2	0
TumorSample-A	1	218386823	218464949	2	1
TumorSample-A	1	218466919	218697006	2	0
TumorSample-A	1	218697366	218765070	1	1
TumorSample-A	1	218765958	218915664	2	0
TumorSample-A	1	218917019	219524477	1	1
TumorSample-A	1	219524966	219569426	2	0
TumorSample-A	1	219569496	219724375	2	1
TumorSample-A	1	219724599	219902433	2	0
TumorSample-A	1	219902853	219908197	2	1
TumorSample-A	1	219908808	220842472	2	0
TumorSample-A	1	220842935	220888927	2	1
TumorSample-A	1	220889455	220942053	2	0
TumorSample-A	1	220943625	221031949	2	1
TumorSample-A	1	221032518	221339894	1	1
TumorSample-A	1	221343098	222326224	2	0
TumorSample-A	1	222326434	222461638	1	1
TumorSample-A	1	222461639	222625623	2	0
TumorSample-A	1	222626283	222686148	2	1
TumorSample-A	1	222686156	223262994	2	0
TumorSample-A	1	223263369	223652696	1	1
TumorSample-A	1	223653980	224054789	2	0
TumorSample-A	1	224055156	224858520	1	1
TumorSample-A	1	224858554	225032782	3	0
TumorSample-A	1	225033209	225272924	1	1
TumorSample-A	1	225274644	226514295	2	0
TumorSample-A	1	226517671	226897454	1	1
TumorSample-A	1	226897761	227910639	2	0
TumorSample-A	1	227913190	229076716	1	1
TumorSample-A	1	229078145	229225145	2	0
TumorSample-A	1	229225234	229381410	1	1
TumorSample-A	1	229381508	230220437	2	0
TumorSample-A	1	230220761	230549509	1	1
TumorSample-A	1	230551965	230581428	2	0
TumorSample-A	1	230584522	230660629	2	1
TumorSample-A	1	230672259	230713085	2	0
TumorSample-A	1	230713350	230777250	2	1
TumorSample-A	1	230777322	230862366	2	0
TumorSample-A	1	230862950	231063959	1	1
TumorSample-A	1	231064121	231186197	2	0
TumorSample-A	1	231186297	231598411	1	1
TumorSample-A	1	231598827	231824606	3	0
TumorSample-A	1	231824721	232302335	1	1
TumorSample-A	1	232303350	232399624	2	0
TumorSample-A	1	232399913	232534368	1	1
TumorSample-A	1	232534400	232627977	2	0
TumorSample-A	1	232628298	232907771	1	1
TumorSample-A	1	232909715	233467920	2	0
TumorSample-A	1	233468493	233498051	2	1
TumorSample-A	1	233498073	233851860	3	0
TumorSample-A	1	233852539	233887081	1	1
TumorSample-A	1	233887398	234270382	2	0
TumorSample-A	1	234273597	234515036	1	1
TumorSample-A	1	234515063	234580760	2	0
TumorSample-A	1	234580847	234643969	1	1
TumorSample-A	1	234644200	234922526	2	0
TumorSample-A	1	234923178	234943191	2	1
TumorSample-A	1	234943416	235023441	2	0
TumorSample-A	1	235024581	235084726	2	1
TumorSample-A	1	235085097	235462946	1	1
TumorSample-A	1	235465591	235511076	3	0
TumorSample-A	1	235512224	235966769	1	1
TumorSample-A	1	235967587	236118469	3	0
TumorSample-A	1	236118477	236350200	1	1
TumorSample-A	1	236350583	236394112	2	0
TumorSample-A	1	236394471	236454058	1	1
TumorSample-A	1	236454251	236848497	2	0
TumorSample-A	1	236848627	236878004	1	1
TumorSample-A	1	236878618	236942237	2	0
TumorSample-A	1	236942937	236959739	2	1
TumorSample-A	1	236960879	237232682	3	0
TumorSample-A	1	237236567	237361028	1	1
TumorSample-A	1	237366835	237479934	2	0
TumorSample-A	1	237482569	237663260	1	1
TumorSample-A	1	237663491	237802526	2	1
TumorSample-A	1	237802941	238586249	2	0
TumorSample-A	1	238587299	238686319	1	1
TumorSample-A	1	238686631	239432212	3	0
TumorSample-A	1	239433865	239587801	1	1
TumorSample-A	1	239591253	239804719	3	0
TumorSample-A	1	239806797	239946113	1	1
TumorSample-A	1	239946382	240132064	3	0
TumorSample-A	1	240132575	240365654	1	1
TumorSample-A	1	240365876	240442990	3	0
TumorSample-A	1	240444596	240636243	2	1
TumorSample-A	1	240636509	240671719	3	0
TumorSample-A	1	240672145	240837490	2	1
TumorSample-A	1	240837745	245869685	2	0
TumorSample-A	1	245871189	245897180	1	1
TumorSample-A	1	245900557	246009316	3	0
TumorSample-A	1	246012430	246439180	1	1
TumorSample-A	1	246440355	246751638	2	0
TumorSample-A	1	246754169	246761494	2	1
TumorSample-A	1	246762572	246815729	1	1
TumorSample-A	1	246815845	246998225	2	1
TumorSample-A	1	246999885	247656208	2	0
TumorSample-A	1	247656230	247659701	2	1
TumorSample-A	1	247659819	247674832	1	1
TumorSample-A	1	247675018	247858445	2	0
TumorSample-A	1	247859077	247868961	2	1
TumorSample-A	1	247869239	247961590	1	1
TumorSample-A	1	247961888	248340440	2	1
TumorSample-A	1	248340488	248916508	3	0
TumorSample-A	2	12091	337221	2	0
TumorSample-A	2	338364	410948	1	1
TumorSample-A	2	415875	490646	2	0
TumorSample-A	2	491149	619450	1	1
TumorSample-A	2	619575	659443	2	0
TumorSample-A	2	659788	690566	2	1
TumorSample-A	2	694063	1033215	2	0
TumorSample-A	2	1033478	1083756	2	1
TumorSample-A	2	1084742	1550416	1	1
TumorSample-A	2	1551759	1886401	2	0
TumorSample-A	2	1888158	1964307	1	1
TumorSample-A	2	1964740	2279662	2	0
TumorSample-A	2	2281533	2310816	2	1
TumorSample-A	2	2311225	2744674	2	0
TumorSample-A	2	2745965	2830634	2	1
TumorSample-A	2	2831569	3069411	2	0
TumorSample-A	2	3070660	3684388	1	1
TumorSample-A	2	3684997	3940574	2	0
TumorSample-A	2	3942123	4298095	1	1
TumorSample-A	2	4301082	4363547	2	0
TumorSample-A	2	4363658	4508759	2	1
TumorSample-A	2	4509469	4610104	1	1
TumorSample-A	2	4610495	4693727	2	1
TumorSample-A	2	4693728	5324628	2	0
TumorSample-A	2	5325021	5418880	1	1
TumorSample-A	2	5419995	5437741	2	0
TumorSample-A	2	5437823	5492510	1	1
TumorSample-A	2	5493840	5955126	2	0
TumorSample-A	2	5955228	5995423	1	1
TumorSample-A	2	5995614	6460185	2	0
TumorSample-A	2	6461298	6524605	1	1
TumorSample-A	2	6525324	7011459	2	0
TumorSample-A	2	7011496	7057133	1	1
TumorSample-A	2	7057649	7091534	2	1
TumorSample-A	2	7091774	7161301	1	1
TumorSample-A	2	7162868	7518956	2	0
TumorSample-A	2	7519070	7526312	2	1
TumorSample-A	2	7526677	7800808	1	1
TumorSample-A	2	7802360	8150589	2	0
TumorSample-A	2	8154648	8309993	2	1
TumorSample-A	2	8310391	8319789	1	1
TumorSample-A	2	8323365	8526857	2	0
TumorSample-A	2	8527030	8550360	2	1
TumorSample-A	2	8550363	8559621	1	1
TumorSample-A	2	8562272	8562961	2	1
TumorSample-A	2	8563244	9446215	2	0
TumorSample-A	2	9450926	9463815	2	1
TumorSample-A	2	9472772	9601939	1	1
TumorSample-A	2	9610480	9615237	2	1
TumorSample-A	2	9629921	10380867	2	0
TumorSample-A	2	10380941	10393587	1	1
TumorSample-A	2	10393795	10404326	2	0
TumorSample-A	2	10404514	10480258	1	1
TumorSample-A	2	10481565	10575400	2	0
TumorSample-A	2	10575594	10605744	1	1
TumorSample-A	2	10606000	10701228	2	0
TumorSample-A	2	10701676	10875935	1	1
TumorSample-A	2	10875986	10891573	2	0
TumorSample-A	2	10891867	10906194	1	1
TumorSample-A	2	10906512	11101060	2	0
TumorSample-A	2	11101141	11118798	2	1
TumorSample-A	2	11118941	11397433	2	0
TumorSample-A	2	11397815	11444141	1	1
TumorSample-A	2	11449148	11480260	2	1
TumorSample-A	2	11481256	11739496	2	0
TumorSample-A	2	11740431	11864937	1	1
TumorSample-A	2	11866489	14173035	2	0
TumorSample-A	2	14173151	14177472	2	1
TumorSample-A	2	14177682	14403297	1	1
TumorSample-A	2	14406656	14513992	2	0
TumorSample-A	2	14514470	14544046	1	1
TumorSample-A	2	14544330	15153596	2	0
TumorSample-A	2	15154559	15209126	1	1
TumorSample-A	2	15209162	15786246	2	0
TumorSample-A	2	15786449	15949493	1	1
TumorSample-A	2	15950302	16012826	2	0
TumorSample-A	2	16013037	16080386	1	1
TumorSample-A	2	16081302	17076026	2	0
TumorSample-A	2	17077890	17288098	1	1
TumorSample-A	2	17288147	17541387	2	0
TumorSample-A	2	17544008	17632012	1	1
TumorSample-A	2	17632403	17965218	2	0
TumorSample-A	2	17966402	18044862	2	1
TumorSample-A	2	18045759	18085591	1	1
TumorSample-A	2	18086676	18490529	2	0
TumorSample-A	2	18491968	18542102	1	1
TumorSample-A	2	18543009	18828706	2	1
TumorSample-A	2	18829163	19121042	1	1
TumorSample-A	2	19121207	19124294	2	1
TumorSample-A	2	19126763	19265686	2	0
TumorSample-A	2	19265898	19449877	1	1
TumorSample-A	2	19449990	19523477	2	0
TumorSample-A	2	19523606	19573659	1	1
TumorSample-A	2	19574244	19679122	2	0
TumorSample-A	2	19679302	19714507	1	1
TumorSample-A	2	19715064	19797582	2	0
TumorSample-A	2	19798152	19826217	1	1
TumorSample-A	2	19826558	20002713	2	0
TumorSample-A	2	20004293	20053993	1	1
TumorSample-A	2	20054437	20199293	2	0
TumorSample-A	2	20199805	20210450	2	1
TumorSample-A	2	20213989	20543984	1	1
TumorSample-A	2	20544206	20551682	2	1
TumorSample-A	2	20552392	20661474	2	0
TumorSample-A	2	20662636	21250984	1	1
TumorSample-A	2	21251078	21840718	2	0
TumorSample-A	2	21844118	22687471	1	1
TumorSample-A	2	22692992	22709501	2	1
TumorSample-A	2	22713623	22883762	2	0
TumorSample-A	2	22884366	23021598	1	1
TumorSample-A	2	23021988	23056173	2	0
TumorSample-A	2	23056971	23484743	1	1
TumorSample-A	2	23486446	23728238	2	0
TumorSample-A	2	23731927	24199512	1	1
TumorSample-A	2	24211476	24431913	2	0
TumorSample-A	2	24432856	24797231	1	1
TumorSample-A	2	24799459	24826683	2	1
TumorSample-A	2	24828352	24964730	2	0
TumorSample-A	2	24964956	25120505	1	1
TumorSample-A	2	25120928	25123818	2	0
TumorSample-A	2	25124177	25247044	2	1
TumorSample-A	2	25249172	25854853	2	0
TumorSample-A	2	25855078	25923602	1	1
TumorSample-A	2	25925652	25927720	2	1
TumorSample-A	2	25927904	26301771	1	1
TumorSample-A	2	26301858	26491666	2	0
TumorSample-A	2	26492641	26495311	2	1
TumorSample-A	2	26495727	26503884	1	1
TumorSample-A	2	26504526	26520788	2	0
TumorSample-A	2	26521569	26809108	1	1
TumorSample-A	2	26809720	26813110	1	0
TumorSample-A	2	26813624	26840393	2	0
TumorSample-A	2	26840909	26841820	2	1
TumorSample-A	2	26843202	27027882	1	1
TumorSample-A	2	27036926	27187867	2	0
TumorSample-A	2	27188486	27191266	2	1
TumorSample-A	2	27191335	28092278	1	1
TumorSample-A	2	28092691	28491775	2	0
TumorSample-A	2	28491795	28960099	1	1
TumorSample-A	2	28960433	29181385	2	0
TumorSample-A	2	29189257	29342412	1	1
TumorSample-A	2	29345836	29352009	2	0
TumorSample-A	2	29355385	29803456	1	1
TumorSample-A	2	29804099	29816652	2	1
TumorSample-A	2	29816998	30093791	2	0
TumorSample-A	2	30094738	30168985	1	1
TumorSample-A	2	30178012	30203730	2	1
TumorSample-A	2	30203808	31227656	2	0
TumorSample-A	2	31227774	31367919	1	1
TumorSample-A	2	31369457	31382545	2	0
TumorSample-A	2	31382581	31390383	2	1
TumorSample-A	2	31391216	31475653	1	1
TumorSample-A	2	31475825	31760239	2	0
TumorSample-A	2	31760994	31846433	2	1
TumorSample-A	2	31875990	32188696	2	0
TumorSample-A	2	32190677	32209800	1	1
TumorSample-A	2	32210107	32697935	2	0
TumorSample-A	2	32698044	32949739	1	1
TumorSample-A	2	32950872	33091518	2	0
TumorSample-A	2	33091633	33404070	1	1
TumorSample-A	2	33404693	33406669	2	1
TumorSample-A	2	33407215	33983653	2	0
TumorSample-A	2	33983742	34035314	1	1
TumorSample-A	2	34035552	34374899	2	0
TumorSample-A	2	34374935	34589073	1	1
TumorSample-A	2	34589220	34655550	2	1
TumorSample-A	2	34655692	34834141	2	0
TumorSample-A	2	34834470	34880437	1	1
TumorSample-A	2	34880695	35015768	2	0
TumorSample-A	2	35015982	35120730	1	1
TumorSample-A	2	35122708	35262622	2	0
TumorSample-A	2	35263482	35348496	2	1
TumorSample-A	2	35348811	35373326	1	1
TumorSample-A	2	35375291	35389378	2	1
TumorSample-A	2	35389799	37935747	2	0
TumorSample-A	2	37938182	37948059	2	1
TumorSample-A	2	37950382	38046751	1	1
TumorSample-A	2	38047765	38055592	2	1
TumorSample-A	2	38056085	40115907	2	0
TumorSample-A	2	40116323	40149313	1	1
TumorSample-A	2	40149385	40162938	2	1
TumorSample-A	2	40163330	40271878	2	0
TumorSample-A	2	40271909	40275873	2	1
TumorSample-A	2	40276594	40360039	1	1
TumorSample-A	2	40361473	40401254	2	1
TumorSample-A	2	40402193	40855319	2	0
TumorSample-A	2	40856081	40865375	2	1
TumorSample-A	2	40866646	40960315	1	1
TumorSample-A	2	40960414	40966299	2	1
TumorSample-A	2	40966360	41071182	1	1
TumorSample-A	2	41071988	41076941	2	1
TumorSample-A	2	41076942	41090573	2	0
TumorSample-A	2	41090749	41095732	2	1
TumorSample-A	2	41095856	41106321	1	1
TumorSample-A	2	41106403	41113185	2	1
TumorSample-A	2	41113371	41628777	2	0
TumorSample-A	2	41628947	41721280	1	1
TumorSample-A	2	41721855	41724553	2	0
TumorSample-A	2	41724766	41730709	2	1
TumorSample-A	2	41730770	41734271	2	0
TumorSample-A	2	41734346	41847796	1	1
TumorSample-A	2	41847850	42080481	2	0
TumorSample-A	2	42080515	42084124	2	1
TumorSample-A	2	42084346	42980732	2	0
TumorSample-A	2	42982316	43016838	2	1
TumorSample-A	2	43017551	43105324	1	1
TumorSample-A	2	43105508	43773356	2	0
TumorSample-A	2	43776871	43783481	1	1
TumorSample-A	2	43787580	43803510	2	1
TumorSample-A	2	43804036	43857050	1	1
TumorSample-A	2	43858127	43884913	2	1
TumorSample-A	2	43884936	44973761	2	0
TumorSample-A	2	44974169	44981814	1	1
TumorSample-A	2	44981999	44983666	2	1
TumorSample-A	2	44983704	45045058	1	1
TumorSample-A	2	45046048	45712768	2	0
TumorSample-A	2	45714776	45738897	1	1
TumorSample-A	2	45738959	45741403	2	1
TumorSample-A	2	45741445	45741930	1	1
TumorSample-A	2	45742041	45744327	2	1
TumorSample-A	2	45744759	46126027	2	0
TumorSample-A	2	46131393	46201223	1	1
TumorSample-A	2	46201327	46223589	2	0
TumorSample-A	2	46224644	46240953	1	1
TumorSample-A	2	46241392	46338383	2	0
TumorSample-A	2	46339212	46355752	2	1
TumorSample-A	2	46356096	46678385	1	1
TumorSample-A	2	46678574	46683869	2	1
TumorSample-A	2	46685021	47093807	2	0
TumorSample-A	2	47093992	47147258	2	1
TumorSample-A	2	47147665	47298857	1	1
TumorSample-A	2	47300235	47314003	2	1
TumorSample-A	2	47322996	47647213	2	0
TumorSample-A	2	47647464	48184032	1	1
TumorSample-A	2	48186455	48708253	2	0
TumorSample-A	2	48708710	48923053	1	1
TumorSample-A	2	48923218	49107627	2	0
TumorSample-A	2	49108665	49133699	2	1
TumorSample-A	2	49134289	49435860	2	0
TumorSample-A	2	49436883	49466279	2	1
TumorSample-A	2	49466639	49589396	1	1
TumorSample-A	2	49593975	49631012	2	1
TumorSample-A	2	49631123	50005383	1	1
TumorSample-A	2	50005642	50021381	2	1
TumorSample-A	2	50021842	50079184	2	0
TumorSample-A	2	50079239	50103372	2	1
TumorSample-A	2	50103544	50285709	1	1
TumorSample-A	2	50286889	50305159	2	1
TumorSample-A	2	50305199	50658721	2	0
TumorSample-A	2	50661111	50966856	1	1
TumorSample-A	2	50973408	51168849	2	0
TumorSample-A	2	51168927	51263571	2	1
TumorSample-A	2	51265729	51401532	1	1
TumorSample-A	2	51401953	52974186	2	0
TumorSample-A	2	52975662	52983799	1	1
TumorSample-A	2	52985580	52995900	2	1
TumorSample-A	2	52996326	53281551	2	0
TumorSample-A	2	53282214	53344670	2	1
TumorSample-A	2	53345093	53421581	2	0
TumorSample-A	2	53423405	53576018	2	1
TumorSample-A	2	53576884	53614892	1	1
TumorSample-A	2	53616195	53625098	2	1
TumorSample-A	2	53625674	53721936	2	0
TumorSample-A	2	53728341	54111367	1	1
TumorSample-A	2	54111454	54135300	2	1
TumorSample-A	2	54135801	54140877	1	1
TumorSample-A	2	54141569	54159764	2	1
TumorSample-A	2	54161073	54344772	2	0
TumorSample-A	2	54345015	54443814	1	1
TumorSample-A	2	54444294	54490576	2	1
TumorSample-A	2	54490885	54864442	1	1
TumorSample-A	2	54864460	54969820	2	0
TumorSample-A	2	54970746	55402347	1	1
TumorSample-A	2	55402432	55443593	2	0
TumorSample-A	2	55445332	55507969	1	1
TumorSample-A	2	55508070	55797200	2	0
TumorSample-A	2	55797351	55812795	1	1
TumorSample-A	2	55813417	55948143	2	0
TumorSample-A	2	55948896	56014162	1	1
TumorSample-A	2	56014489	56146939	2	0
TumorSample-A	2	56147134	56155843	2	1
TumorSample-A	2	56155844	56190394	2	0
TumorSample-A	2	56190644	56250089	2	1
TumorSample-A	2	56250851	57007892	2	0
TumorSample-A	2	57007963	57065503	1	1
TumorSample-A	2	57065673	57388439	2	1
TumorSample-A	2	57388637	57436509	1	1
TumorSample-A	2	57436641	57484236	2	0
TumorSample-A	2	57486902	57517733	1	1
TumorSample-A	2	57518270	57529158	2	1
TumorSample-A	2	57530511	57678624	2	0
TumorSample-A	2	57680162	57697817	2	1
TumorSample-A	2	57698468	58828593	1	1
TumorSample-A	2	58831099	59167863	2	0
TumorSample-A	2	59168166	59348620	1	1
TumorSample-A	2	59351311	59383481	2	1
TumorSample-A	2	59383965	59552343	1	1
TumorSample-A	2	59553743	59655647	2	1
TumorSample-A	2	59655876	59716986	2	0
TumorSample-A	2	59717374	59867571	1	1
TumorSample-A	2	59868499	59879920	2	1
TumorSample-A	2	59880607	60361736	2	0
TumorSample-A	2	60362149	60377512	2	1
TumorSample-A	2	60377895	60403151	1	1
TumorSample-A	2	60403532	60409281	2	1
TumorSample-A	2	60410521	60494212	2	0
TumorSample-A	2	60494905	60584584	1	1
TumorSample-A	2	60584641	60621462	2	0
TumorSample-A	2	60624214	60650486	1	1
TumorSample-A	2	60650998	60658602	2	1
TumorSample-A	2	60658751	63134381	2	0
TumorSample-A	2	63135333	63322888	1	1
TumorSample-A	2	63328781	63574388	2	0
TumorSample-A	2	63580487	63716123	1	1
TumorSample-A	2	63721455	64288497	2	0
TumorSample-A	2	64289508	64402735	1	1
TumorSample-A	2	64403165	64426037	2	1
TumorSample-A	2	64429275	64441567	2	0
TumorSample-A	2	64441674	64894879	1	1
TumorSample-A	2	64896538	64918927	2	1
TumorSample-A	2	64919260	65243435	2	0
TumorSample-A	2	65243762	65308948	1	1
TumorSample-A	2	65310080	66122817	2	0
TumorSample-A	2	66122929	66134094	2	1
TumorSample-A	2	66134237	66167929	1	1
TumorSample-A	2	66175373	66406929	2	1
TumorSample-A	2	66409463	66429270	2	0
TumorSample-A	2	66430807	66497010	1	1
TumorSample-A	2	66497381	66798749	2	0
TumorSample-A	2	66799010	66847522	2	1
TumorSample-A	2	66848789	67483450	2	0
TumorSample-A	2	67483520	67510540	1	1
TumorSample-A	2	67516476	67897865	2	0
TumorSample-A	2	67897868	67921785	2	1
TumorSample-A	2	67921975	68730778	1	1
TumorSample-A	2	68730807	68848032	2	0
TumorSample-A	2	68849716	68902016	2	1
TumorSample-A	2	68904806	69044984	1	1
TumorSample-A	2	69045364	69065158	2	1
TumorSample-A	2	69066051	69180600	1	1
TumorSample-A	2	69180820	69300196	2	0
TumorSample-A	2	69300537	69768474	1	1
TumorSample-A	2	69772595	70571728	2	0
TumorSample-A	2	70573030	70722060	1	1
TumorSample-A	2	70722531	70806197	2	0
TumorSample-A	2	70809350	70818477	2	1
TumorSample-A	2	70818666	71148502	1	1
TumorSample-A	2	71148508	71153339	2	1
TumorSample-A	2	71153613	71451390	2	0
TumorSample-A	2	71455269	71591690	1	1
TumorSample-A	2	71594717	71817978	2	0
TumorSample-A	2	71819349	71834431	2	1
TumorSample-A	2	71835401	72097944	1	1
TumorSample-A	2	72098274	72129320	2	0
TumorSample-A	2	72129498	73118763	1	1
TumorSample-A	2	73118891	73130047	2	1
TumorSample-A	2	73130305	73680519	2	0
TumorSample-A	2	73680569	73951152	1	1
TumorSample-A	2	73951891	74951282	2	0
TumorSample-A	2	74952544	75159745	1	1
TumorSample-A	2	75159755	75217307	2	1
TumorSample-A	2	75217404	75389537	2	0
TumorSample-A	2	75390369	75426535	1	1
TumorSample-A	2	75426685	75433702	2	1
TumorSample-A	2	75434053	75470827	2	0
TumorSample-A	2	75471150	75533476	1	1
TumorSample-A	2	75535401	75953662	2	0
TumorSample-A	2	75953851	75964103	1	1
TumorSample-A	2	75964796	75991757	2	0
TumorSample-A	2	75992509	76013347	2	1
TumorSample-A	2	76013715	76139533	1	1
TumorSample-A	2	76141179	76177137	2	1
TumorSample-A	2	76177489	76221729	1	1
TumorSample-A	2	76221822	76229350	2	0
TumorSample-A	2	76231954	76238791	3	0
TumorSample-A	2	76239701	76362062	1	1
TumorSample-A	2	76363520	76403190	2	1
TumorSample-A	2	76403310	76421867	1	1
TumorSample-A	2	76421912	77181061	2	0
TumorSample-A	2	77181548	77196105	2	1
TumorSample-A	2	77196660	77274491	1	1
TumorSample-A	2	77277986	77295693	2	1
TumorSample-A	2	77296788	77356837	2	0
TumorSample-A	2	77357771	77700965	1	1
TumorSample-A	2	77701188	77708340	2	0
TumorSample-A	2	77709169	77710516	1	1
TumorSample-A	2	77710521	77716262	2	0
TumorSample-A	2	77716388	77738395	2	1
TumorSample-A	2	77738442	78813699	2	0
TumorSample-A	2	78819578	78890551	1	1
TumorSample-A	2	78890733	79357877	2	0
TumorSample-A	2	79359474	79374373	2	1
TumorSample-A	2	79374503	79752841	2	0
TumorSample-A	2	79753188	79859308	2	1
TumorSample-A	2	79859349	80007376	2	0
TumorSample-A	2	80008910	80072228	1	1
TumorSample-A	2	80072982	80107236	2	1
TumorSample-A	2	80107698	80144891	1	1
TumorSample-A	2	80145443	80233136	2	0
TumorSample-A	2	80233492	80486017	1	1
TumorSample-A	2	80487398	80687989	2	0
TumorSample-A	2	80688357	80729992	2	1
TumorSample-A	2	80730761	81173123	1	1
TumorSample-A	2	81177098	81202196	2	1
TumorSample-A	2	81202483	81223852	2	0
TumorSample-A	2	81225224	81232265	2	1
TumorSample-A	2	81235380	82745800	1	1
TumorSample-A	2	82746784	82883584	2	0
TumorSample-A	2	82896676	83391707	1	1
TumorSample-A	2	83391738	84890193	2	0
TumorSample-A	2	84891335	85214276	1	1
TumorSample-A	2	85216527	85670971	2	0
TumorSample-A	2	85671020	85848901	1	1
TumorSample-A	2	85849108	85865130	2	1
TumorSample-A	2	85867563	86321965	2	0
TumorSample-A	2	86323534	86331852	3	0
TumorSample-A	2	86332025	86892988	1	1
TumorSample-A	2	86895991	88854175	2	0
TumorSample-A	2	88854568	95027029	1	1
TumorSample-A	2	95079375	98366683	2	0
TumorSample-A	2	98368191	98905860	1	1
TumorSample-A	2	98910847	99257195	2	0
TumorSample-A	2	99259289	99271994	2	1
TumorSample-A	2	99272151	99381030	1	1
TumorSample-A	2	99382098	99388855	2	1
